ID,Name,Country,Sovereigns,Islands
1119,MOKEN,Thailand,Thailand,
1120,LAYOLO,Indonesia,,
1121,Salayar,Indonesia,Sulawesi,
1122,Lakiung,Indonesia,Sulawesi,
1123,PAMONA Sinihoan,Indonesia,Sulawesi,
1124,PAMONA Sinohoan,Indonesia,Sulawesi,
1125,PAMONA,Indonesia,Sulawesi,
1126,MORI Watu - Karunsi,Indonesia,Sulawesi,
1127,MORI Saroako,,,
1128,BUGIS,,,
1130,WOTU,Indonesia,Sulawesi,
1131,BUNGKU,Indonesia,Sulawesi,
1133,Upper Mori,Indonesia,Sulawesi,
1134,BUGIS,Indonesia,Sulawesi,
1135,Tamboki,Indonesia,Sulawesi,
1136,PAMONA Belala,Indonesia,Sulawesi,
1137,MORI,Indonesia,Sulawesi,
1138,Padoe MORI,Indonesia,Sulawesi,
1139,BUGIS Luwu Wajo Palakka,Indonesia,Sulawesi,
1140,Epe - Routa,Indonesia,Sulawesi,
1141,Watu,Indonesia,Sulawesi,
1143,Asera Wanua,Indonesia,Sulawesi,
1144,Labeau,Indonesia,Sulawesi,
1146,Tulambatu,Indonesia,Sulawesi,
1148,Waru,,,
1149,Wiwi Rano,,,
1152,To Rete,Indonesia,Sulawesi,
1154,LALAKI,Indonesia,Sulawesi,
1156,Wowoni,Indonesia,Sulawesi,
1160,SOUTH BUTON,Indonesia,Sulawesi,
1161,BUTON,Indonesia,Sulawesi,
1162,WOLIO,Indonesia,Sulawesi,
1163,Kabaena,East Timor,East Timor,
1165,BAJO,East Timor,East Timor,
1167,BUNGKU Rumbia,Indonesia,Sulawesi,
1168,ATINGGOLA,Indonesia,Sulawesi,
1169,BINTAUNA,Indonesia,Sulawesi,
1170,BOLANGO,Indonesia,Sulawesi,
1171,BOLA'ANG - MONGONDOW,Indonesia,Sulawesi,
1173,SUWAWA,Indonesia,Sulawesi,
1174,GORONTALO,Indonesia,Sulawesi,
1175,Limboto,Indonesia,Sulawesi,
1179,KAILI Palu,Indonesia,Sulawesi,
1181,TOLITOLI,Indonesia,Sulawesi,
1184,DONDO,Indonesia,Sulawesi,
1190,"BUGIS, KAILI Palu, MANDAR",Indonesia,Sulawesi,
1191,Tinombo,Indonesia,Sulawesi,
1193,DAMPELASA,Indonesia,Sulawesi,
1195,KAILI Palu,,,
1196,"KAILI Palu, MANDAR",Indonesia,Sulawesi,
1197,BALAESAN,Indonesia,Sulawesi,
1198,KASIMBAR,Indonesia,Sulawesi,
1200,Ampibabo,Indonesia,Sulawesi,
1204,KAILA,Indonesia,Sulawesi,
1207,Ganti,Indonesia,Sulawesi,
1208,Lole,Indonesia,Sulawesi,
1209,Sawitto,Indonesia,Sulawesi,
1210,BUGIS Campaiagian,Indonesia,Sulawesi,
1211,Tupu,Indonesia,Sulawesi,
1215,SEDOA,,,
1217,SEDOA,Indonesia,Sulawesi,
1218,Parigi,Indonesia,Sulawesi,
1226,Ampana,Indonesia,Sulawesi,
1228,Lalaeo,Indonesia,Sulawesi,
1229,Beach Pamona,Indonesia,Sulawesi,
1230,NAPU,Indonesia,Sulawesi,
1231,Sausu,Indonesia,Sulawesi,
1232,Pakuli,Indonesia,Sulawesi,
1233,Sigi,Indonesia,Sulawesi,
1234,LINDU,,,
1235,Kulawi,Indonesia,Sulawesi,
1236,RAMPI,Indonesia,Sulawesi,
1237,PIPIKORO,Indonesia,Sulawesi,
1238,PAMONA Pu'u Mboto,Indonesia,Sulawesi,
1239,PAMONA Laiwonu,Indonesia,Sulawesi,
1241,MEKONGKA Norio,Indonesia,Sulawesi,
1244,Konio MEKONGKA,Indonesia,Sulawesi,
1245,BOLANO,Indonesia,Sulawesi,
1246,MANDAR,Indonesia,Sulawesi,
1247,Tialo,Indonesia,Sulawesi,
1250,TONDANO,,,
1253,BANTIK,Indonesia,Sulawesi,
1254,MANADO MALAY,Indonesia,Sulawesi,
1255,Minahasan Group,Indonesia,Sulawesi,
1256,Remboken,Indonesia,Sulawesi,
1257,Kakas,Indonesia,Sulawesi,
1258,TONDANO,Indonesia,Sulawesi,
1260,SANGIR,Indonesia,Sulawesi,
1263,TONSEA,Indonesia,Sulawesi,
1264,Kalabat Atas,Indonesia,Sulawesi,
1266,Matanai,Indonesia,Sulawesi,
1267,Tomohon,Indonesia,Sulawesi,
1268,PONOSAKAN,Indonesia,Sulawesi,
1269,RATAHAN,Indonesia,Sulawesi,
1271,TONTEM BOAN,Indonesia,Sulawesi,
1277,Makelai,Indonesia,Sulawesi,
1281,Lolak,Indonesia,Sulawesi,
1283,BUOL,Indonesia,Sulawesi,
1285,Pekawa,Indonesia,Sulawesi,
1286,BADA,Indonesia,Sulawesi,
1287,Besoa,Indonesia,Sulawesi,
1289,Laiaeo,Indonesia,Sulawesi,
1291,PAMONA Ampana,Indonesia,Sulawesi,
1293,SEKO,,,
1294,BUGIS Luwu,Indonesia,Sulawesi,
1295,Sillanan Gandangbatu,Indonesia,Sulawesi,
1296,Makale,Indonesia,Sulawesi,
1297,SA'DAN Rongkong,Indonesia,Sulawesi,
1298,PITU ULUNNA SALO,Indonesia,Sulawesi,
1299,Mamasa,Indonesia,Sulawesi,
1300,Botteng-Tappalang,Indonesia,Sulawesi,
1301,Kesu,Indonesia,Sulawesi,
1302,Mappa - Pana,Indonesia,Sulawesi,
1303,Mangki,Indonesia,Sulawesi,
1304,Sangangalla,Indonesia,Sulawesi,
1305,Rantepao,Indonesia,Sulawesi,
1306,Wajo,Indonesia,Sulawesi,
1310,Konjo,Indonesia,Sulawesi,
1311,Turatea,Indonesia,Sulawesi,
1312,Bantaeng,Indonesia,Sulawesi,
1313,Enna,Indonesia,Sulawesi,
1314,Palakka,Indonesia,Sulawesi,
1315,Sidenreng,Indonesia,Sulawesi,
1316,Soppeng,Indonesia,Sulawesi,
1317,Parepare,Indonesia,Sulawesi,
1319,Maiwa,Indonesia,Sulawesi,
1320,Duri,Indonesia,Sulawesi,
1321,Enrekang,Indonesia,Sulawesi,
1322,MBALOH,,,
1323,BUKAT,,,
1325,MENDALAM KY.,,,
1328,Sarawak Malay,,,
1330,Sarawak Malay,Indonesia,Borneo,
1331,Bruit,Indonesia,Borneo,
1335,MELANAU Daro,Indonesia,Borneo,
1337,Matu,Indonesia,Borneo,
1339,Dalat,Indonesia,Borneo,
1340,Mukah - Oya,Indonesia,Borneo,
1341,Balingian,Indonesia,Borneo,
1343,BINTULU,,,
1344,BINTULU,Indonesia,Borneo,
1345,M.,,,
1346,KANOWIT,Indonesia,Borneo,
1347,Sarikei,Indonesia,Borneo,
1348,Sibu,,,
1350,KANOWIT,,,
1351,TANJONG,,,
1355,Sebuyau sd.,Indonesia,Borneo,
1356,LARA,Indonesia,Borneo,
1357,SILAKAU,Indonesia,Borneo,
1358,SINGGIE,Indonesia,Borneo,
1360,JAGOI Dialects/Tringus,Indonesia,Borneo,
1361,JAGOI,Indonesia,Borneo,
1362,BIATAH,Indonesia,Borneo,
1363,Bukar Sadong p.,Indonesia,Borneo,
1364,Bidayuh,Indonesia,Borneo,
1365,BUKAR SADONG,Indonesia,Borneo,
1369,Milikin sd.,Indonesia,Borneo,
1370,Balau sd.,Indonesia,Borneo,
1373,Kendayan - Ambawang,Indonesia,Borneo,
1374,JAGOI Dialects/Tengoh,,,
1375,JAGOI Dialects/Dongay,Indonesia,Borneo,
1376,JAGOI Dialects/Assem,Indonesia,Borneo,
1377,JAGOI Dialects/Suti,Indonesia,Borneo,
1378,JAGOI Dialects/Empawa,Indonesia,Borneo,
1379,Sebuyau sd.,,,
1380,Mualang,Indonesia,Borneo,
1381,KEMBAYAN,Indonesia,Borneo,
1386,KAPUAS (NGAJU),Indonesia,Borneo,
1387,Banjar Hulu sd.,Indonesia,Borneo,
1388,Meratus (Bukit) sd.,Indonesia,Borneo,
1389,Samihim,Indonesia,Borneo,
1390,Dusun Balangan,Indonesia,Borneo,
1392,Lawangan,Indonesia,Borneo,
1393,DUSUN DEYAH,Indonesia,Borneo,
1395,S. -E. BARITO,Indonesia,Borneo,
1396,Ma'anyan,Indonesia,Borneo,
1397,East Coast Bajau,Indonesia,Borneo,
1398,BASAP Jembayan,Indonesia,Borneo,
1399,Balikpapan sd.,Indonesia,Borneo,
1401,?,Indonesia,Borneo,
1402,Kutai Tenggarong sd.,Indonesia,Borneo,
1403,Northern Kutai sd.,Indonesia,Borneo,
1405,BASAP Berau B.,Indonesia,Borneo,
1406,Merau Malay,Indonesia,Borneo,
1408,Banjar M.,Indonesia,Borneo,
1409,P. Kelai,Indonesia,Borneo,
1410,Dumaring,,,
1411,P. TUBU K.?,,,
1412,Punan Gang P. NIBONG,,,
1413,Punan Lusong,,,
1414,Penan Apo P. NIBONG,,,
1416,Kajaman p.,Indonesia,Borneo,
1417,LAHANAN,Indonesia,Borneo,
1418,REJANG KAYAN Dialects/Long Geng,Indonesia,Borneo,
1419,REJANG KAYAN Dialects/Long Murun,Indonesia,Borneo,
1420,Punan Gang P. NIBONG,Indonesia,Borneo,
1421,REJANG KAYAN Dialects/Uma Daro,Indonesia,Borneo,
1422,REJANG KAYAN Dialects/Long Badan,,,
1423,REJANG KAYAN Dialects/Ma'Aging,,,
1424,BUKITAN Ukit,Indonesia,Borneo,
1425,REJANG KAYAN Dialects/Long Kehobo,Indonesia,Borneo,
1426,REJANG KAYAN Dialects/Uma Juman,,,
1427,Uma Bakah W.K.,Indonesia,Borneo,
1428,P. NIBONG P. Lanying,,,
1429,KAJAMAN Sekapen,,,
1430,Mbaloh,,,
1432,Kakus Penan W.K.,,,
1434,Pasir Malay,Indonesia,Borneo,
1437,Kedayan,,,
1439,NAROM Miri,,,
1445,Sar. M.,,,
1447,TUTONG,,,
1448,Brunei Malay,,,
1450,SOUTHERN BISAYA,,,
1451,"LUN DAYE p., Kawang - Menadong sd.",,,
1452,KOLOD,,,
1453,Maligan Tagal,,,
1454,NORTHERN BISAYA,,,
1455,BEAUFORT MUDUT Dialects / Bukow,,,
1456,BEAUFORT MUDUT Dialects / Bintaq,,,
1457,KLIAS RIVER KADAZAN,,,
1459,TATANA,,,
1460,East Coast Bajau,,,
1462,RUNGUS,,,
1463,Gonsomon,,,
1464,Nulu,,,
1465,Rungus p,,,
1466,TAMBANUA,,,
1467,GARO,,,
1468,KIMARAGANG,,,
1469,LINGKABAU,,,
1470,TEBILUNG,,,
1471,Tempasuk,,,
1473,DUMPAS,,,
1474,TIDONG,,,
1478,Kuala - Monsok,,,
1479,KENINGAU MURUT Dialects / Apin - Apin Kuijar,,,
1481,KENINGAU MURUT Dialects / Nabay,,,
1482,"KENINGAU MURUT Dialects / Dusun Murut, Tambual",,,
1483,Dusunic Subgroup,,,
1484,GANA,,,
1485,KUIJAU,,,
1488,L. Pa Sia sd.,,,
1489,Oga Bakung,,,
1490,P. Ukit,,,
1491,L. Kelawit,,,
1492,KAYAN R. K. L. Naean,,,
1493,Kayan R. Bakung,,,
1494,KAYAN R. KY. Uma Lakan,,,
1496,Kayaniyut K.,,,
1497,P. APUT,,,
1498,KAYAN R. KY. Kayaniyut Ky.,,,
1499,P. Poh,,,
1500,P. Basap,,,
1501,P. Kelai,,,
1503,SERUDUNG,,,
1504,M,,,
1505,Iban,,,
1507,Keninjal,,,
1508,Ulu Ai',,,
1509,Kolis MBALOH,,,
1512,W.KENYAH Kemena Penan,,,
1513,W.K. L. Bangan,,,
1514,BERAWAN Dialects / W. Berawan,,,
1515,P. NIBONG Sipeng,,,
1522,L. Seridan,,,
1523,L. Labid,,,
1524,L. Lellang,,,
1525,L. Atip BARAM KAYAN,,,
1526,BERAWAN Dialects / Long Terawan,,,
1527,L. Wat TUTOH K.,,,
1528,KIPUT Balait Jati,,,
1529,Narom p.,,,
1530,Kiput p.,,,
1531,Lemiting,,,
1532,S. BISAYA,,,
1533,BERAWAN Dialects / Long Pata,,,
1534,BERAWAN Dialects / Batu Baleh,,,
1535,LELAK Dali,,,
1536,MURIK KY. L. Nanyuq,,,
1537,L. Ekang,,,
1539,Lelak p.,,,
1540,L. Napir,,,
1544,P. Batu,,,
1546,SEGAI Bolongan,,,
1548,BURUSU,,,
1551,P. Penjalin,,,
1552,P. Segah,,,
1553,KAYAN R KENYAH,,,
1555,P. MERAP,,,
1557,P. Sajau,,,
1559,Abai,,,
1560,PUTOH,,,
1562,SA'BAN,,,
1563,LUN DAYE p. Papadi sd.,,,
1564,LENGILU,,,
1565,L. Bawan sd.,,,
1566,L. Bangaq,,,
1567,KELABIT,,,
1569,Bah Malei,,,
1570,Nibong,,,
1571,P. Silat,,,
1572,Bok P.,,,
1573,L. Luyang,,,
1574,BERAWAN Dialects / Long Jegan,,,
1576,BARAM KY Uma Bawang,,,
1577,Long Akah,,,
1578,Lirong SEBOB K.,,,
1579,L. Atun,,,
1581,LOBU,,,
1582,ABAI SUNGAI,,,
1584,BUKITAN P. Busang,,,
1586,SEMBAKUNG,,,
1587,SELUNGAI MURUT,,,
1588,Salalir,,,
1589,KENINGAU MURUT Dialects / Dusun Murut,,,
1590,KENINGAU MURUT Dialects / Apin - Aoin Kuijau,,,
1591,Pnsiangan Murut,,,
1592,SUMAMBU - TAGAL Rundum Murut,,,
1593,Tomani Sumambu,,,
1594,Paluan p. sd.,,,
1595,Pandewan,,,
1597,Dalit sd. PALUAN p.,,,
1598,UPPER KINABATANGAN p.,,,
1599,BAUKAN p.,,,
1600,Minokok,,,
1602,Tengara,,,
1603,Dusun Segama,,,
1606,Paitanic Subgroup,,,
1608,LOTUD,,,
1610,Putatan sd.,,,
1611,Coastal Kadazan Southern sd.,,,
1614,KALABAKAN,,,
1617,MODANG L. Glat,,,
1620,Taman,,,
1621,HOVONGAN Semukung - Uheng,,,
1623,KEREHO - UHENG,,,
1624,HOVONGAN,,,
1625,KAYAN MAHAKAM,,,
1626,Seoutan,,,
1627,AOHENG P.,,,
1630,P. Oho,,,
1632,Beiayan,,,
1633,DOHOI,Indonesia,Borneo,
1634,Linggang,Indonesia,Borneo,
1635,AMPANANG,Indonesia,Borneo,
1636,Pahu,Indonesia,Borneo,
1637,Londong,Indonesia,Borneo,
1638,Kutai Tenggarong,Indonesia,Borneo,
1639,MAHAKAM K. p.,,,
1640,BAHAU,Indonesia,Borneo,
1641,MODANG Long Glat,Indonesia,Borneo,
1644,P. Ratah,,,
1645,KAYAN MAHAKAM,Indonesia,Borneo,
1646,MAHAKAM K. p.,Indonesia,Borneo,
1648,P. MERAH,Indonesia,Borneo,
1649,BUSANG Mahakam Busang,Indonesia,Borneo,
1650,Benua,,,
1651,Bentian,Indonesia,Borneo,
1652,TUNJUNG,Indonesia,Borneo,
1653,NORTH - EAST BARITO,Indonesia,Borneo,
1655,Jelalong P.,,,
1670,Trusan,,,
1672,BUKITAN p.,,,
1673,Ba. P. BAH - BIAU,,,
1674,Bi. P. BAH - BIAU,,,
1675,Balanipa,Indonesia,Sulawesi,
1676,Majene,Indonesia,Sulawesi,
1678,Dolago,Indonesia,Sulawesi,
1680,Kaidipan,Indonesia,Sulawesi,
1681,Bolang Itang,Indonesia,Sulawesi,
1684,MAMUJU,Indonesia,Sulawesi,
1685,KAILI Banawa,Indonesia,Sulawesi,
1686,Sugut Kao'azan,,,
1688,KADAZAN DUSAN / Central Kadazan Dusan,,,
1689,EASTERN KADAZAN,,,
1693,TIDONG,Indonesia,Indonesia,
1705,Binatang BASAP,Indonesia,Borneo,
1706,BASAP Karangan,Indonesia,Borneo,
1707,Kutai Malay,Indonesia,Borneo,
1708,Labu Malay,Indonesia,Borneo,
1709,Marau Malay,Indonesia,Borneo,
1710,Kutai Kota Bangun sd.,,,
1711,Kutai Ancalong sd.,,,
1712,Lapo' Lulit KELINYAU K.,,,
1713,Uma Jalam,,,
1714,L.Wai,,,
1715,Nahes Liah Bing MODANG,,,
1716,WAHAU KY,,,
1717,Uma Titai WAHAU K.,,,
1718,Uma Bem,,,
1719,KELINYAU L. Bento,,,
1720,Uma Tau,,,
1721,MODANG Benehes,,,
1722,Banjar Malay,Indonesia,Borneo,
1723,Bakumpai Malay,Indonesia,Borneo,
1729,BAKUNG K. Boh BAKUNG,,,
1730,MAHAKAM K. Boh,,,
1731,BUKITAN P. Batu,Indonesia,Borneo,
1732,Sian,Indonesia,Borneo,
1733,Iban Section-Level Isolate,Indonesia,Borneo,
1734,Local Malay,Indonesia,Borneo,
1736,L. Bene,,,
1738,L.Puyungan,,,
1739,L. Atau,,,
1740,L. Anap,,,
1741,L. Moh,,,
1742,L. Lamai,,,
1743,Nyamok,,,
1744,L. Jeeh,,,
1745,L. Semiang,,,
1747,Suluk,,,
1752,SALUAN,Indonesia,Sulawesi,
1753,PAMONA Batui,Indonesia,Sulawesi,
1755,Tabun sd.,,,
1756,Upper Limbang Ba Kelalan sd.,,,
1757,Upper Limbang Adang sd.,,,
1758,L. Semado sd.,,,
1759,BANGGAI West Banggai,Indonesia,Sulawesi,
1760,BANGGAI East Baggai,Indonesia,Sulawesi,
1763,L. Sukang,,,
1764,Lawas sd.,,,
1765,Papar 1 sd.,,,
1767,ARANDAI,Indonesia,,
1768,KONDA,Indonesia,,
1769,PURAGI,Indonesia,,
1770,KAMPONG BARU,Indonesia,,
1771,Mugin,Indonesia,,
1772,INANWATAN,Indonesia,,
1773,YARADIAN,Indonesia,,
1774,Kasuweri,Indonesia,,
1775,TAROF,Indonesia,,
1776,Neget Besa,Indonesia,,
1777,ASUWERI,Indonesia,,
1778,MORAID,Indonesia,,
1779,KALABRA,Indonesia,,
1780,? KUWANI,Indonesia,,
1781,West Bird's Head Stock Level Family,Indonesia,,
1782,Mbolfle,Indonesia,,
1783,Fayok,Indonesia,,
1784,Sawyat,Indonesia,,
1785,Tehijit,Indonesia,,
1786,Sayfi,Indonesia,,
1787,Konyok,Indonesia,,
1788,Khlabra,Indonesia,,
1789,Fkhar,Indonesia,,
1791,KARON PANTAI,Indonesia,,
1792,MADKI,Indonesia,,
1793,Kebar,Indonesia,,
1794,Amberbaken,Indonesia,,
1795,KARON DORI,Indonesia,,
1796,MEAX,Indonesia,,
1797,Tuf,Indonesia,,
1798,BRAT,Indonesia,,
1799,BRAT Yak,Indonesia,,
1800,PAPUAN,Indonesia,,
1801,Marey,Indonesia,,
1802,Asmaun,Indonesia,,
1803,Brat,Indonesia,,
1804,Maru,Indonesia,,
1806,Mantion,Indonesia,,
1807,Manikion,Indonesia,,
1808,BORAI,Indonesia,,
1809,MENINGGO,,,
1810,HATTAM,Indonesia,,
1812,YAUR,Indonesia,,
1813,South ASIENARA,Indonesia,,
1814,North ASIENARA,Indonesia,,
1815,Western IRIA,Indonesia,,
1816,Central IRIA,Indonesia,,
1817,Eastern IRIA,Indonesia,,
1819,SEMIMI,Indonesia,,
1820,WAROPEN Napan ?,Indonesia,,
1821,WANDAMEN,Indonesia,,
1822,YERETUAR,Indonesia,,
1824,TANDIA,Indonesia,,
1825,NABI,Indonesia,,
1826,Bintuni,Indonesia,,
1827,DUSNER,Indonesia,,
1829,Eastern IRAHUTU,Indonesia,,
1830,Southeastern IRAHUTU,Indonesia,,
1831,South IRAHUTU,Indonesia,,
1832,MAIRASI,Indonesia,,
1833,NORTH-EASTERN MAIRASI ?,Indonesia,,
1834,MOI,Indonesia,Indonesia,
1835,URIANKERE,Indonesia,Indonesia,
1836,DAI,Indonesia,Indonesia,
1837,Mosana,Indonesia,Indonesia,
1838,SEGET,Indonesia,,
1840,MOS,Indonesia,,
1841,North IRAHUTU,Indonesia,,
1842,TANAH MERAH,Indonesia,,
1843,BARAU,Indonesia,,
1844,ERCKWANAS,Indonesia,,
1845,BAHAM,Indonesia,,
1847,ONIN,Indonesia,,
1848,IHA Kapaur,Indonesia,,
1849,ERCKWANAS  Iha,Indonesia,,
1850,Kaipuri,Indonesia,,
1852,YAVA,Indonesia,,
1853,Oba,Indonesia,,
1854,IRESIM,Indonesia,,
1855,KOSARE,Indonesia,,
1856,KOSAREK(WANAM),Indonesia,,
1857,NIRSAN(YALI),Indonesia,,
1858,GOLIATH,Indonesia,,
1859,KORAPUN,Indonesia,,
1860,NALCA,Indonesia,,
1861,SIRKAI,Indonesia,,
1862,EKAGI Yabi,Indonesia,,
1863,Simori,Indonesia,,
1864,Mapia,Indonesia,,
1865,Northern dialects,Indonesia,,
1866,Paniai,Indonesia,,
1867,Tigi,Indonesia,,
1868,Western KAMORO,Indonesia,,
1869,Tarya,Indonesia,,
1870,Central Kamora,Indonesia,,
1871,Kamora,Indonesia,,
1872,Upper Wania,Indonesia,,
1873,Wania  KAMORO,Indonesia,,
1874,Mukumuga,Indonesia,,
1875,South MONI,Indonesia,,
1876,Amung UHUNDUNI,Indonesia,,
1877,Enggipiloe,Indonesia,,
1878,UHUNDUNI,Indonesia,,
1879,Damal,Indonesia,,
1880,SOUTH NGALIK,Indonesia,,
1881,NDUGA,Indonesia,,
1882,NORTH NGALIK,Indonesia,,
1883,WANO,Indonesia,,
1884,DEM,,,
1885,IIaga,Indonesia,,
1886,Sinak,Indonesia,,
1887,North Balim,Indonesia,,
1888,WESTERN BANI Yamo,Indonesia,,
1889,Swart Valley,Indonesia,,
1890,Bokondini,Indonesia,,
1891,Kimbin,Indonesia,,
1892,Wodo,Indonesia,,
1893,Gorge,Indonesia,,
1894,DABRA,Indonesia,,
1895,SENGGI,Indonesia,,
1896,South LOLODA,Indonesia,Indonesia,
1897,North LOLODA,Indonesia,Indonesia,
1898,GALELA,Indonesia,Indonesia,
1901,Talai,Indonesia,Indonesia,
1903,Nyeku TOBARU,Indonesia,Indonesia,
1904,South MODOLE,Indonesia,Indonesia,
1905,North MODOLE,Indonesia,Indonesia,
1906,Heleworuru,Indonesia,Indonesia,
1907,Boeng,Indonesia,Indonesia,
1908,GEBE,Indonesia,Indonesia,
1909,TOBELO T,Indonesia,Indonesia,
1910,Kao,Indonesia,Indonesia,
1911,PAGU lsam,Indonesia,Indonesia,
1912,Padiaua,Indonesia,Indonesia,
1913,Gamkonor,Indonesia,Indonesia,
1914,SAHU,Indonesia,Indonesia,
1916,TOBARU,Indonesia,Indonesia,
1918,Kao,,,
1920,Dodinga,Indonesia,Indonesia,
1921,TIDORE,Indonesia,Indonesia,
1922,Waiamli,Indonesia,Indonesia,
1923,BULI,Indonesia,Indonesia,
1924,Tugutil,Indonesia,Indonesia,
1925,TOBLLO,Indonesia,Indonesia,
1926,MABA,Indonesia,Indonesia,
1927,Maba,Indonesia,Indonesia,
1928,TOBELO Boeng,Indonesia,Indonesia,
1929,Haleworuru,Indonesia,Indonesia,
1930,SAWAI,Indonesia,Indonesia,
1931,E & W MAKIAN,Indonesia,Indonesia,
1935,E.& W.MAKIAN,Indonesia,Indonesia,
1938,WEDA,Indonesia,Indonesia,
1939,North-Eastern GIMAN,Indonesia,Indonesia,
1940,North Western GIMAN,Indonesia,Indonesia,
1941,Temate,Indonesia,Indonesia,
1942,Southern GIMAN,Indonesia,Indonesia,
1946,Tobelo,Indonesia,Indonesia,
1950,Bacbn Malay,Indonesia,Indonesia,
1954,Termate,Indonesia,Indonesia,
1958,PATANI,Indonesia,Indonesia,
1959,Buton,Indonesia,Indonesia,
1964,MATBAT,Indonesia,Indonesia,
1967,LAGANYAN,Indonesia,Indonesia,
1968,MAYA,Indonesia,Indonesia,
1970,KAWE,Indonesia,Indonesia,
1971,MADEN,Indonesia,Indonesia,
1977,TOBELO,Indonesia,Indonesia,
1979,SEMPAN,Indonesia,,
1981,BIPIM,,,
1982,WARKAY,Indonesia,,
1983,CENTRAL ASMAT,Indonesia,,
1984,Sokeni,Indonesia,,
1985,Keenaskp,Indonesia,,
1986,KEENOK,Indonesia,,
1987,NORTH ASMAT,Indonesia,,
1988,SOMAHAI,Indonesia,,
1989,CITAK ASMAT,Indonesia,,
1991,UPPER KAEME R?,Indonesia,,
1992,South AIRO-SUMAGHAGHE,Indonesia,,
1993,Wideman R ?,Indonesia,,
1994,Kayagar Stock-Level Family,Indonesia,,
1995,Tamario,Indonesia,,
1996,South SAWUY,Indonesia,,
1997,North SAWUY,Indonesia,,
1998,Kampung r PISA,Indonesia,,
1999,Central AIRO-SUMAGHAGHE,Indonesia,,
2000,North AIRO-SUMAGHAGHE,Indonesia,,
2001,KAYGIR,Indonesia,,
2002,South KAUGAT,Indonesia,,
2003,North KAUGAT,Indonesia,,
2004,Bapai,Indonesia,,
2005,Nambeomon,Indonesia,,
2007,Siagha,Indonesia,,
2009,SIAGHA-YENIMU,Indonesia,,
2010,AGHU,Indonesia,,
2011,KIA R?,Indonesia,,
2012,EDERAH R?,Indonesia,,
2013,MAPI R?,Indonesia,,
2014,UPPER DIGUL R,Indonesia,,
2015,WANGGOM,Indonesia,,
2016,WAMBON,Indonesia,,
2017,Wambon,Indonesia,,
2018,Rungwayap,Indonesia,,
2019,Uwimmerah Digul,Indonesia,,
2020,Kambon,Indonesia,,
2021,RIANTANA,Indonesia,Indonesia,
2023,NOOM,Indonesia,Indonesia,
2026,MAKLEW,Indonesia,,
2027,South YELMEK,Indonesia,,
2028,North YELMEK,Indonesia,,
2030,KIMAGHAMA,Indonesia,Indonesia,
2031,MOMBUM,Indonesia,Indonesia,
2032,W-Coast MARIND,Indonesia,,
2033,MORAORI,Indonesia,,
2034,MARIND Kumbe,Indonesia,,
2035,BIAN MARIND,Indonesia,,
2036,Lowei Bian,Indonesia,,
2037,Atih,Indonesia,,
2038,MONO ALU,,,Solomon Islands
2039,KIA,,,Solomon Islands
2040,BILUA,,,Solomon Islands
2041,NDUKE,,,Solomon Islands
2042,BUGOTO,,,Solomon Islands
2043,BANIATA,,,Solomon Islands
2044,LAVUKALEVE,,,Solomon Islands
2045,GELA,,,Solomon Islands
2047,Austronesian,,,Carolin Islands; Marshall Islands; Papua New Guinea; Solomon Islands
2048,RENNELLESE,,,Solomon Islands
2050,SAIPAN,,,Northern Mariana Islands
2051,CHAMORRO,,,Guam; Northern Mariana Islands
2052,EASTERN FIJIAN,,,Fiji
2057,PONAPEAN,,,Federated States of Micronesia
2058,KOSRAEAN,,,Federated States of Micronesia
2060,DEHU,,,New Caledonia
2061,NENGONE,,,New Caledonia
2062,Kwenyii,,,New Caledonia
2064,MALO,,,Vanuatu
2065,ANEITYUM,,,Vanuatu
2066,NAUBUAN,,,Nauru
2069,LAVONGAI,,,Papua New Guinea
2070,LIHIR,,,Papua New Guinea
2071,LUKEP,,,Papua New Guinea
2074,KEHELALA(TAVARA),,,Papua New Guinea
2079,MARSHALLESE,,,Marshall Islands
2085,TUVALU,,,Tuvalu
2087,SAMOAN,,,Samoa
2089,NIUE,,,Niue
2090,TOKELAU,,,
2091,TONGAN,,,
2092,EAST UVEA,,,Wallis and Futuna
2093,EAST FUTUNA,,,Wallis and Futuna
2100,KIRIBATI,,,Kiribati
2104,Balamula,,,Papua New Guinea
2105,TIRIO,,,Papua New Guinea
2106,LEWADA,,,Papua New Guinea
2107,Guiam Yuta,,,Papua New Guinea
2108,Eastern Trans-Fly Family,,,Papua New Guinea
2109,Western GIZRA,,,Papua New Guinea
2114,Eastern BINE,,,Papua New Guinea
2115,Western BINE,,,Papua New Guinea
2116,Masingle,,,Papua New Guinea
2117,Tati,,,Papua New Guinea
2118,MIRIAM(ERUB),,,Papua New Guinea
2119,Southern GIDRA,,,Papua New Guinea
2123,Daru Kiwai,,,Papua New Guinea
2124,BOAZI Kuini,,,Papua New Guinea
2125,Zomakani,,,Papua New Guinea
2126,Begua,,,Papua New Guinea
2127,SUKI,,,Papua New Guinea
2128,ARI-WARUNA Waruna,,,Papua New Guinea
2129,Ari,,,Papua New Guinea
2130,LOWER MOREHEAD(PEREMKA),,,Papua New Guinea
2131,DORRO,,,Papua New Guinea
2132,Tais,,,Papua New Guinea
2133,Parb,,,Papua New Guinea
2134,TONDA,,,Papua New Guinea
