Unique_ID,AREA (sq km),COASTLINE (km) (perimeter),Longitude,Latitude,Region,COUNTRY NAME,Melanesia_or_not,Island name,Marck_group,Inhabited,glottocodes,Left_over,Smallest_Island_group,Medium_island_group,Medium_island_group_language_merged,Medium_only_merged_for_shared_language,SBZR_group,cost_area_id
15842,2.6149783742,10.5208326364,157.710018804,-8.1900931756,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15841,71.4195476725,64.7918162595,157.073859977,-8.2412055272,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15840,0.1111815709,1.4645098152,157.666922663,-8.1911209464,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15839,0.1246056282,1.7346043787,157.185688462,-8.195057813,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15838,0.1627774929,1.6247983298,157.088384126,-8.1945914846,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15837,1.7570051446,6.9866716054,157.695298553,-8.2021970776,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15836,0.063599732,1.022374549,157.099909444,-8.2023353783,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15835,1.119255847,6.6950434329,157.739223214,-8.2096065262,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15834,0.1180061484,1.3750582701,157.718873203,-8.2055804326,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15833,0.4333373612,2.6155339501,159.258285437,-8.2114990108,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15832,0.3017462238,2.3026037428,157.106447477,-8.2124525734,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15831,0.0366298739,1.0049971207,157.66502096,-8.2116728169,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15830,2.3924174219,7.9614122733,157.119872099,-8.2281427454,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15829,0.2909342272,2.0646825665,160.164978276,-8.219192588,Melanesia,SOLOMON ISLANDS,Melanesia,Bird,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15828,0.2492426806,2.3424698302,157.754932534,-8.2188913979,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15827,0.0386864772,0.7669721738,157.107304841,-8.2203431069,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15826,7.7543994989,24.9772998348,157.800317696,-8.2522888154,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15825,0.1556395939,1.4585993839,157.109859112,-8.2248760849,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15824,0.1893865163,1.6424772317,160.17049734,-8.2274279029,Melanesia,SOLOMON ISLANDS,Melanesia,Dick,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15823,0.1168765293,1.3375795265,157.104152161,-8.2287920575,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15822,0.7544941936,3.989713446,159.286060844,-8.2316406053,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15821,0.0367188705,0.7509710124,157.09983089,-8.2280249736,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15820,0.0639066355,0.9446290081,157.11321302,-8.2292997287,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15819,0.1057036909,1.200642438,157.016986479,-8.2303369354,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15818,0.0711110146,1.0134000826,157.106565216,-8.233633534,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15817,0.2736251499,2.1684142291,157.021567494,-8.2354731888,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15816,0.090824955,1.2081308911,157.129326995,-8.2361488131,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15815,0.0628437047,1.0150445059,157.108468392,-8.2364735546,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15814,0.2271264567,1.7834138396,157.11230031,-8.2375303844,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15813,0.7894375474,4.2411542448,157.035918688,-8.2422013905,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15812,0.4045601083,2.5869342897,157.124141441,-8.240011954,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15811,0.1526376916,1.4539206349,157.025896524,-8.2415041138,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15810,0.0287650215,0.6200405462,157.118775017,-8.2404384814,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15809,0.0297619005,0.6305271858,157.107069232,-8.2404602821,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15808,0.6829297305,3.3017056178,157.111815619,-8.2452198797,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15807,0.0294850311,0.6265550402,157.119575365,-8.2429489279,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15806,0.1100392726,1.3655986078,157.122071916,-8.2453270024,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15805,0.0457132056,0.8819811538,157.127218066,-8.2447544375,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15804,12.1781981479,20.5926341521,156.534424612,-8.2774903924,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15803,0.9688704643,4.0364151689,160.18967687,-8.2507150874,Melanesia,SOLOMON ISLANDS,Melanesia,Ramos,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15802,0.0198055033,0.6235743173,157.780856425,-8.2458665128,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15801,0.1095529527,1.3634577508,157.773335491,-8.2481614172,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15800,0.0299402104,0.7130489797,157.777491691,-8.2479462271,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15799,0.1642171568,1.5559024932,157.121892027,-8.2498696816,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15798,0.0123489192,0.4437836459,157.069607061,-8.2525432477,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15797,0.3926001695,2.4559169341,157.124458223,-8.2573518204,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15796,0.0130493636,0.4508945926,157.112928707,-8.2533518669,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15795,0.0295261662,0.6270703187,157.121250649,-8.2537880764,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15794,0.0633163136,0.992542086,157.519613323,-8.2554424107,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15793,0.0572966162,0.9587751885,157.112280103,-8.2555043614,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15792,1.6143675768,6.1962994563,157.792519947,-8.2640025693,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15791,0.0127825227,0.446904227,157.132899077,-8.258361009,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15790,0.0396903994,0.7704704945,157.134815586,-8.2605144692,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15789,0.1397646084,1.4084207589,157.104155828,-8.2633487228,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15788,0.0211074807,0.5743496507,157.137763918,-8.2622901112,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15787,0.054637576,0.8853457546,157.115013633,-8.2631052828,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15786,0.0730434588,1.0250913446,157.137772271,-8.2657588384,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15785,0.0654000186,1.0286677079,157.128967434,-8.2657491364,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15784,0.0309051643,0.6425935822,157.107928312,-8.2662725518,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15783,0.0785378901,1.1428483641,157.43093867300001,-8.2668421024,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15782,0.0289796772,0.6218709121,157.153749247,-8.2662622473,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15781,0.0442842946,0.7967913095,157.112088223,-8.2675315492,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15780,0.0458944919,0.8068293273,157.122489072,-8.2679206608,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15779,0.346302528,2.3522288255,157.143420757,-8.2701907013,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15778,0.2318636735,1.9060151639,157.205213761,-8.2705499882,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15777,0.1217609027,1.3268578786,157.153882003,-8.269383629,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15776,0.0791870084,1.0681873453,157.13127053,-8.2691762844,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15775,0.14029966,1.3876888925,157.165356479,-8.2709463967,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15774,0.0466502245,0.8138281591,157.113331796,-8.2704471925,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15773,0.088127451,1.1398779556,157.108357723,-8.2716783593,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15772,0.0225019269,0.5877696218,157.421402105,-8.2722588972,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15771,0.0800828037,1.0701769108,157.160000714,-8.2729426357,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15770,0.3420307076,2.304868138,157.123911475,-8.2758441239,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15769,0.348061693,2.6200793683,157.51099788,-8.2757484092,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15768,1.0290614004,4.6243574484,157.431454037,-8.2785952652,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15767,0.0763538501,1.1635902275,157.784161024,-8.2746101682,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15766,0.0949125243,1.2456225717,157.205434093,-8.2757773259,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15765,0.0296974706,0.6296952267,157.115421171,-8.2754595989,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15764,0.8739940554,3.6706978276,157.169584492,-8.2787679867,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15763,0.0364583817,0.7505154338,157.442673951,-8.2761913548,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15762,0.1160088939,1.2648688916,157.440221622,-8.2787692496,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15761,0.0907160458,1.1653044143,159.773338318,-8.2783494986,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15760,0.0634494142,0.9449650869,157.495118224,-8.2790874452,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15759,0.0631967349,0.9405203408,157.338439441,-8.2793111306,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15758,1.2134821332,5.2981602863,157.145824691,-8.2842273503,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15757,0.0289132998,0.6215523758,157.112074168,-8.2795860554,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15756,0.0285407995,0.6176103786,157.463756763,-8.2796055028,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15755,0.054964533,0.8914357963,157.131914999,-8.2808443454,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15754,0.0492483814,0.8991146847,157.126391115,-8.2820938314,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15753,0.0984033925,1.313039541,157.394602265,-8.2817632607,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15752,0.063919147,0.9659403458,157.208327713,-8.2821111404,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15751,0.064097294,1.0004139629,157.205419924,-8.282943074,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15750,0.976483266,3.9170695698,157.336310677,-8.2859603581,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15749,0.0308148013,0.6413147121,157.793752598,-8.2829231406,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15748,0.1055022469,1.2584152524,157.507975406,-8.2838526158,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15747,6.719385172,20.329612811,157.437394541,-8.2975389893,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15746,0.1750278962,1.570571388,157.494642413,-8.2845018643,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15745,0.0461862739,0.8832326041,157.425828924,-8.2832048441,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15744,0.2156961353,1.703379745,157.177911784,-8.2850296736,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15743,0.0380466812,0.755238817,157.123513111,-8.2836940705,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
15742,17.0966068959,32.2006240143,157.48886823,-8.3061040254,Melanesia,SOLOMON ISLANDS,Melanesia,NA,Solomons (Non Remote Oceania),yes,NA,NA,Solomons (Non Remote Oceania),NA,Solomons (Non Remote Oceania),Solomons (Non Remote Oceania),NA,NA
